MODE,VAR,RESULT
Gen,1000000,4.49241455
Gen,5000000,51.7679375
Gen,10000000,36.9613375
Std,1000000,7.28247085
Std,5000000,27.34871045
Std,10000000,34.1262375
Base,1000000,7.280977099999999
Base,5000000,45.19279375
Base,10000000,33.354616650000004
GenBase,1000000,3.9303125000000003
GenBase,5000000,20.5476375
GenBase,10000000,35.9979271
