MODE,VAR,RESULT
Std,0.1,64.24645205000002
Std,0.01,34.35555205000001
Std,0.001,27.2312396
Std,0.0001,21.29359785
Gen,0.1,67.35478125
Gen,0.01,34.33212305000001
Gen,0.001,24.414108300000002
Gen,0.0001,16.2019084
