MODE,VAR,RESULT
Gen,1000000,7.6539145500000005
Gen,5000000,23.095675
Gen,10000000,26.02065
Std,1000000,9.12909375
Std,5000000,18.883877050000002
Std,10000000,28.2649896
Base,1000000,8.9842979
Base,5000000,18.0563604
Base,10000000,27.339356249999998
GenBase,1000000,6.8175292
GenBase,5000000,20.40278125
GenBase,10000000,25.725066650000002
