MODE,VAR,RESULT
Gen,1000,1.2269001499999999
Gen,2000,3.74265195
Gen,3000,7.7158001
Gen,4000,13.3950312
Std,1000,2.8760626499999997
Std,2000,8.0515168
Std,3000,18.278079150000003
Std,4000,20.445193799999995
