MODE,VAR,RESULT
Gen,1000000,1.3309229500000002
Gen,5000000,6.3909542
Gen,10000000,12.780404149999999
Std,1000000,1.6802667
Std,5000000,7.0945687500000005
Std,10000000,15.993350000000001
Base,1000000,0.68325835
Base,5000000,0.94702915
Base,10000000,1.5449208
GenBase,1000000,0.5115354
GenBase,5000000,0.6418792
GenBase,10000000,1.15435
