MODE,VAR,RESULT
Gen,0.01,59.123839800000006
Gen,0.001,19.03035835
Gen,0.0001,39.715306250000005
Std,0.01,668.7063375999999
Std,0.001,648.3214375
Std,0.0001,639.3142250499999
