MODE,VAR,RESULT
Gen,1000000,34.57596875
Gen,5000000,189.28808329999998
Gen,10000000,371.89988125
Std,1000000,29.8859667
Std,5000000,190.8220625
Std,10000000,315.003825
Base,1000000,29.58279375
Base,5000000,154.17251875
Base,10000000,313.9238104
GenBase,1000000,34.1063875
GenBase,5000000,182.31239165
GenBase,10000000,373.51011454999997
