MODE,VAR,RESULT
Gen,1000000,3.31375625
Gen,5000000,17.4824792
Gen,10000000,16.24965
Std,1000000,7.5132958
Std,5000000,27.564662499999997
Std,10000000,34.6052729
Base,1000000,7.22999165
Base,5000000,23.5303646
Base,10000000,33.9320125
GenBase,1000000,3.22198335
GenBase,5000000,13.135958299999999
GenBase,10000000,15.3096125
