MODE,VAR,RESULT
Gen,1000000,0.6586103999999999
Gen,5000000,2.6298521
Gen,10000000,3.4526521499999996
Std,1000000,4.4055625
Std,5000000,16.918097999999993
Std,10000000,27.39392085
