MODE,VAR,RESULT
Gen,0.1,3.36337085
Gen,0.01,2.3219104000000006
Gen,0.001,1.63442295
Gen,0.0001,0.70152075
Std,0.1,21.117868700000002
Std,0.01,27.863266600000003
Std,0.001,24.184606150000004
Std,0.0001,23.62203555
