MODE,VAR,RESULT
Gen,1000,1.2911332999999998
Gen,5000,32.99731035000001
Gen,10000,1009.8884770999999
Std,1000,2.4273292499999997
Std,5000,26.4722145
Std,10000,2015.5316291499998
Base,1000,2.36729785
Base,5000,28.53884185
Base,10000,2099.0201167000005
GenBase,1000,1.27868535
GenBase,5000,25.6081686
GenBase,10000,1036.9719208
