MODE,VAR,RESULT
Gen,1000000,3.0560832499999995
Gen,5000000,6.842954049999999
Gen,10000000,10.89450415
Std,1000000,6.093870750000001
Std,5000000,10.6808438
Std,10000000,15.768870699999999
