MODE,VAR,RESULT
Gen,0.01,24.2998731
Gen,0.001,14.8411666
Gen,0.0001,15.3907749
Std,0.01,30.709297850000006
Std,0.001,18.2655646
Std,0.0001,16.585356199999996
