MODE,VAR,RESULT
Gen,1000,1.14032085
Gen,5000,15.7298978
Gen,10000,961.7898979000004
Std,1000,2.7932335000000004
Std,5000,23.78373955
Std,10000,1933.0677999500003
Base,1000,2.6528334
Base,5000,23.757425100000003
Base,10000,1954.6959395500003
GenBase,1000,2.67391675
GenBase,5000,27.302564649999994
GenBase,10000,1964.4583854999996
