MODE,VAR,RESULT
Gen,0.1,47.00721455
Gen,0.01,35.0660896
Gen,0.001,0.53051465
Gen,0.0001,0.5811584999999998
Std,0.1,103.40681255
Std,0.01,34.352422950000005
Std,0.001,0.5809187999999998
Std,0.0001,0.49871869999999985
