MODE,VAR,RESULT
Gen,0.01,16.072393899999998
Gen,0.001,17.22899585
Gen,0.0001,15.84326665
Std,0.01,37.913437449999996
Std,0.001,17.695079200000002
Std,0.0001,17.59057915
