MODE,VAR,RESULT
Gen,0.01,27.4900439
Gen,0.001,15.970191499999999
Gen,0.0001,15.14413135
Std,0.01,39.846716700000016
Std,0.001,20.589824900000004
Std,0.0001,20.1439126
