MODE,VAR,RESULT
Gen,0.01,4.634516699999999
Gen,0.001,1.3555583499999997
Gen,0.0001,0.55254995
Std,0.01,86.55127494999999
Std,0.001,29.822677
Std,0.0001,29.74956685
