MODE,VAR,RESULT
Gen,0.01,2.1911811500000002
Gen,0.001,0.5188937
Gen,0.0001,18.46210825
Std,0.01,1.5643687499999999
Std,0.001,0.5341020999999999
Std,0.0001,17.97844375
