MODE,VAR,RESULT
Gen,1000000,11.3304125
Gen,5000000,56.818891699999995
Gen,10000000,112.25866249999999
Std,1000000,10.0094583
Std,5000000,50.755229150000005
Std,10000000,84.7750042
Base,1000000,10.0490229
Base,5000000,38.0807146
Base,10000000,59.53340415
GenBase,1000000,7.2277854
GenBase,5000000,33.320381250000004
GenBase,10000000,54.505566699999996
