MODE,VAR,RESULT
Gen,1000000,2.6135708
Gen,5000000,18.21263125
Gen,10000000,28.19215835
Std,1000000,6.11942085
Std,5000000,20.88673125
Std,10000000,21.76004375
Base,1000000,5.4212021
Base,5000000,19.8427979
Base,10000000,20.876010400000002
GenBase,1000000,2.65565
GenBase,5000000,12.895625
GenBase,10000000,18.210068749999998
