MODE,VAR,RESULT
Gen,1000000,4.04895625
Gen,5000000,41.33196665
Gen,10000000,65.3354979
Std,1000000,18.76693955
Std,5000000,98.3761792
Std,10000000,162.598625
Base,1000000,19.24930415
Base,5000000,116.39933125
Base,10000000,154.19920835
GenBase,1000000,3.01855625
GenBase,5000000,18.1390271
GenBase,10000000,72.01887085
