MODE,VAR,RESULT
Gen,1000000,28.3471271
Gen,5000000,172.4219229
Gen,10000000,313.4151
Std,1000000,25.78964585
Std,5000000,139.700675
Std,10000000,288.83761875
Base,1000000,25.26283335
Base,5000000,158.05634795
Base,10000000,319.64426455
GenBase,1000000,27.9951917
GenBase,5000000,159.0420167
GenBase,10000000,315.6865125
